1985,1985,1986,1986,1987,1987,1988,1988,1989,1989,1990,1990,1991,1991,1992,1992,1993,1993,1994,1994,1995,1995,1996,1996,1997,1997,1998,1998,1999,1999,2000,2000,2001,2001,2002,2002,2003,2003,2004,2004,2005,2005,2006,2006,2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020 p),2020 p)
235238,219252,274475,253563,341357,305711,424918,339248,493709,412022,571633,470414,609688,497335,859725,652768,1068592,818535,1371312,1039708,1623174,1168427,2081459,1489231,2288136,1691872,2344322,1741079,2764889,2144384,3474375,3035854,4971786,4322814,6199472,5683918,7006483,6570354,7120742,7055787,7849163,7689267,8065666,8041407,8312477,8430061,8640808,9028264,9158413,9448908,9623564,10099390,9676846,10442281,10421666,11054610,12383280,13155317,13964497,14497356,15429379,15429379,16019639,15756911,16435144,16036307,17186408,16767769,17825050,17511717,19308265,18290686
