1985,1985,1986,1986,1987,1987,1988,1988,1989,1989,1990,1990,1991,1991,1992,1992,1993,1993,1994,1994,1995,1995,1996,1996,1997,1997,1998,1998,1999,1999,2000,2000,2001,2001,2002,2002,2003,2003,2004,2004,2005,2005,2006,2006,2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020 p),2020 p)
134800,80481,146857,87195,173063,97498,182220,99639,225912,126134,271904,147307,286972,150145,375372,197622,423177,222223,525817,278564,604002,339493,710925,399648,843299,486460,924199,564271,1121303,710823,1111246,820744,1438409,1066636,1572253,1243638,1743466,1418301,1807535,1572890,1927068,1671829,1899069,1683552,1877078,1721826,1845400,1769763,1836835,1740790,1809895,1772259,1698804,1747884,1692436,1709215,1692823,1771495,1721689,1764255,1739795,1739795,1884327,1871586,1837631,1840524,1867771,1931360,1904423,2048350,1943742,2168969
